epoch,accuracy,loss,val_accuracy,val_loss
0,0.760120689868927,0.7712917923927307,0.45039063692092896,0.8506959080696106
1,0.781481146812439,0.6777495741844177,0.8257812261581421,0.38436535000801086
2,0.7870280146598816,0.6405453681945801,0.7894531488418579,0.5314987897872925
3,0.7940346598625183,0.6267144083976746,0.7767578363418579,0.5135100483894348
4,0.7988516688346863,0.6124732494354248,0.818164050579071,0.39153364300727844
5,0.7998734712600708,0.6062118411064148,0.822265625,0.4360535144805908
6,0.8053717613220215,0.589388370513916,0.8031250238418579,0.5234792232513428
7,0.8156870603561401,0.5741005539894104,0.828906238079071,0.38566264510154724
8,0.8192876577377319,0.5596736073493958,0.8541015386581421,0.3336164057254791
9,0.8215258717536926,0.5514271259307861,0.813281238079071,0.5929064750671387
10,0.8228882551193237,0.554148256778717,0.854296863079071,0.33391040563583374
11,0.8244453072547913,0.543567955493927,0.8539062738418579,0.3628465533256531
12,0.8289217352867126,0.5384312272071838,0.851757824420929,0.38222888112068176
13,0.8278026580810547,0.5356829762458801,0.8447265625,0.408468097448349
14,0.8324737548828125,0.5321328639984131,0.850390613079071,0.355632483959198
15,0.8358797430992126,0.5205690264701843,0.8609374761581421,0.32921043038368225
16,0.8328143358230591,0.5240063667297363,0.8408203125,0.3911809027194977
17,0.8374367356300354,0.5202516913414001,0.8544921875,0.37700125575065613
18,0.8344200253486633,0.51922607421875,0.837890625,0.44151321053504944
19,0.8354418277740479,0.5164915919303894,0.8619140386581421,0.3469579517841339
20,0.8356850743293762,0.5135856866836548,0.8515625,0.3496769070625305
21,0.8358310461044312,0.517122209072113,0.847851574420929,0.4060882031917572
22,0.8376800417900085,0.5092233419418335,0.84765625,0.3894754648208618
23,0.8411346673965454,0.5020647644996643,0.8529297113418579,0.37128081917762756
24,0.8409400582313538,0.5049152374267578,0.8550781011581421,0.3701159656047821
25,0.8410860300064087,0.5017769932746887,0.8541015386581421,0.35514941811561584
26,0.836658239364624,0.5024346113204956,0.8548828363418579,0.37585344910621643
27,0.8432269096374512,0.4962805509567261,0.856249988079071,0.3536955714225769
28,0.8381665945053101,0.5049639344215393,0.8531249761581421,0.3524382412433624
29,0.8456111550331116,0.49714887142181396,0.856249988079071,0.3648574948310852
30,0.8414266109466553,0.4926542639732361,0.856249988079071,0.37024176120758057
31,0.8427889943122864,0.4937824308872223,0.8427734375,0.38322046399116516
32,0.8406967520713806,0.4968138635158539,0.8472656011581421,0.3610454499721527
33,0.8444433808326721,0.4913412630558014,0.852734386920929,0.373399555683136
34,0.8432269096374512,0.4917815029621124,0.8525390625,0.3826664388179779
35,0.8471195101737976,0.48935720324516296,0.855664074420929,0.3627273738384247
36,0.846924901008606,0.4842817187309265,0.854296863079071,0.3685247302055359
37,0.8482385873794556,0.49112290143966675,0.859179675579071,0.35816654562950134
38,0.847752034664154,0.4867541193962097,0.8501952886581421,0.36861559748649597
39,0.8469735383987427,0.4853634536266327,0.85546875,0.35625651478767395
40,0.8463410139083862,0.48799601197242737,0.857226550579071,0.3733358085155487
41,0.8450272679328918,0.48533493280410767,0.8560546636581421,0.3590099513530731
42,0.8478006720542908,0.48033925890922546,0.8492187261581421,0.37018951773643494
43,0.8502335548400879,0.48555317521095276,0.853710949420929,0.3635267913341522
44,0.8500389456748962,0.480122447013855,0.8519531488418579,0.3849624991416931
45,0.8483845591545105,0.48238566517829895,0.8486328125,0.41138967871665955
46,0.8485305309295654,0.48266923427581787,0.8511718511581421,0.37634187936782837
47,0.84955233335495,0.4789934456348419,0.8583984375,0.3554927408695221
48,0.8479953408241272,0.47937339544296265,0.8472656011581421,0.38024476170539856
49,0.8476547002792358,0.48678624629974365,0.8531249761581421,0.3571729362010956
50,0.8520338535308838,0.47346678376197815,0.858593761920929,0.3674788475036621
51,0.8497470021247864,0.48381227254867554,0.853320300579071,0.37828290462493896
52,0.8487251996994019,0.4798479378223419,0.853320300579071,0.36443737149238586
53,0.8524231314659119,0.4750412106513977,0.8525390625,0.3638768196105957
54,0.8491144180297852,0.4743960201740265,0.856640636920929,0.3692401647567749
55,0.8516932725906372,0.47431638836860657,0.859179675579071,0.3627747893333435
56,0.8508660793304443,0.4802016615867615,0.858203113079071,0.36260926723480225
57,0.8524231314659119,0.470035195350647,0.8558593988418579,0.36657989025115967
58,0.8526177406311035,0.4728628098964691,0.8501952886581421,0.3745594918727875
59,0.853785514831543,0.4733601212501526,0.8544921875,0.3521687388420105
60,0.8516446352005005,0.4649268090724945,0.8544921875,0.3768075704574585
61,0.853104293346405,0.4674636423587799,0.857421875,0.37412649393081665
62,0.8519365787506104,0.47252267599105835,0.8570312261581421,0.3627532124519348
63,0.8550992608070374,0.466880738735199,0.8568359613418579,0.3648339807987213
64,0.8557317852973938,0.4633881151676178,0.856640636920929,0.35585492849349976
65,0.8547586798667908,0.4724808633327484,0.8570312261581421,0.3506689667701721
66,0.8514013290405273,0.46980020403862,0.856249988079071,0.35273051261901855
67,0.8529583215713501,0.4683176875114441,0.857421875,0.3450302481651306
68,0.8548559546470642,0.46782365441322327,0.8544921875,0.35341426730155945
69,0.8526177406311035,0.47280189394950867,0.8550781011581421,0.35967475175857544
70,0.8503795266151428,0.4719601273536682,0.8560546636581421,0.3524690270423889
71,0.856364369392395,0.46689295768737793,0.8541015386581421,0.3723534643650055
72,0.8568995594978333,0.46687939763069153,0.8580077886581421,0.3624817728996277
73,0.851595938205719,0.466819167137146,0.852734386920929,0.373748779296875
74,0.8539314866065979,0.46108540892601013,0.849804699420929,0.3797789216041565
75,0.8551478981971741,0.46021780371665955,0.8541015386581421,0.37152236700057983
76,0.8560237288475037,0.4639894366264343,0.851757824420929,0.3639107942581177
77,0.8568995594978333,0.46379637718200684,0.861523449420929,0.3537837862968445
78,0.8550019264221191,0.4665462374687195,0.860156238079071,0.3527863621711731
79,0.8545640110969543,0.4657798707485199,0.857226550579071,0.372173547744751
80,0.8528610467910767,0.46632376313209534,0.863085925579071,0.34724298119544983
81,0.8555371761322021,0.4623333513736725,0.860546886920929,0.3523365259170532
82,0.8562183976173401,0.4596400558948517,0.85546875,0.3685307800769806
83,0.8556831479072571,0.4588129222393036,0.8541015386581421,0.3754003047943115
84,0.8548073172569275,0.46113672852516174,0.859179675579071,0.36081060767173767
85,0.858018696308136,0.45959368348121643,0.8583984375,0.36870211362838745
86,0.85325026512146,0.460817813873291,0.857617199420929,0.3719758987426758
87,0.8547586798667908,0.46323639154434204,0.860156238079071,0.3569837212562561
88,0.856364369392395,0.4613393545150757,0.858593761920929,0.36190611124038696
89,0.8546127080917358,0.4660802185535431,0.857226550579071,0.3623133599758148
90,0.8511580228805542,0.4725925326347351,0.857226550579071,0.35706260800361633
91,0.8543694019317627,0.46135637164115906,0.8568359613418579,0.3638131022453308
92,0.8533962368965149,0.46344444155693054,0.857226550579071,0.3743510842323303
93,0.8529096841812134,0.46404850482940674,0.8603515625,0.3638266623020172
94,0.8572888374328613,0.4573398232460022,0.860156238079071,0.3611416816711426
95,0.8562670350074768,0.45991870760917664,0.8580077886581421,0.3697252571582794
96,0.8585052490234375,0.4544406533241272,0.857617199420929,0.36830800771713257
97,0.8557317852973938,0.4648571014404297,0.8619140386581421,0.3476119935512543
98,0.8557804822921753,0.45988133549690247,0.8609374761581421,0.36459922790527344
99,0.8559750914573669,0.46337181329727173,0.861523449420929,0.3553498089313507
100,0.8569482564926147,0.4555079936981201,0.862109363079071,0.35483676195144653
101,0.8574348092079163,0.45767006278038025,0.860546886920929,0.3567447066307068
102,0.8594784140586853,0.4565720856189728,0.8570312261581421,0.3709694445133209
103,0.8625437617301941,0.4537603557109833,0.8583984375,0.36213940382003784
104,0.8570455312728882,0.45887455344200134,0.8623046875,0.35656994581222534
105,0.8568995594978333,0.45732545852661133,0.8626953363418579,0.3531697988510132
106,0.8548559546470642,0.46302899718284607,0.859179675579071,0.3671029210090637
107,0.8556831479072571,0.45924368500709534,0.860546886920929,0.36010101437568665
108,0.8572888374328613,0.4594409167766571,0.853710949420929,0.3802737593650818
109,0.8603055477142334,0.4563981294631958,0.85546875,0.3739517033100128
110,0.855829119682312,0.46086204051971436,0.861328125,0.3531649708747864
111,0.8548559546470642,0.4626077115535736,0.861523449420929,0.36910808086395264
112,0.8568509221076965,0.45579126477241516,0.8589843511581421,0.3640270233154297
113,0.8585052490234375,0.4555552899837494,0.8607422113418579,0.35556384921073914
114,0.8579699993133545,0.45320358872413635,0.862500011920929,0.36331018805503845
115,0.8594784140586853,0.4608933925628662,0.859179675579071,0.35666424036026
116,0.8612787127494812,0.4512212574481964,0.860546886920929,0.363463819026947
117,0.8592351078987122,0.4499187171459198,0.8587890863418579,0.3591575026512146
118,0.8598676323890686,0.4501153826713562,0.861523449420929,0.36488160490989685
119,0.8583592772483826,0.45326146483421326,0.86328125,0.3596498966217041
120,0.8584079146385193,0.45259347558021545,0.865039050579071,0.3534370958805084
121,0.8576294183731079,0.4579152464866638,0.862109363079071,0.3547758162021637
122,0.8577267527580261,0.4561786651611328,0.8597656488418579,0.3623040020465851
123,0.8610354065895081,0.45283904671669006,0.860546886920929,0.3495672047138214
124,0.8575807809829712,0.4516809284687042,0.859570324420929,0.3575219511985779
125,0.8625437617301941,0.44669610261917114,0.861523449420929,0.36366915702819824
126,0.8601109385490417,0.4555409848690033,0.859179675579071,0.36841124296188354
127,0.8599163293838501,0.4517185091972351,0.8599609136581421,0.35134777426719666
128,0.8615706562995911,0.44947150349617004,0.8607422113418579,0.3706408143043518
129,0.8613760471343994,0.4465291202068329,0.860546886920929,0.36197349429130554
130,0.8616679906845093,0.45169490575790405,0.8609374761581421,0.3544749617576599
131,0.8605002164840698,0.45551788806915283,0.8603515625,0.3632873594760895
132,0.8620085716247559,0.45010489225387573,0.8597656488418579,0.3494025766849518
133,0.861181378364563,0.4500802755355835,0.862109363079071,0.3528582453727722
134,0.859137773513794,0.4523720443248749,0.8628906011581421,0.36197254061698914
135,0.8590404987335205,0.4564177095890045,0.858203113079071,0.36837905645370483
136,0.8600136041641235,0.4515795111656189,0.8587890863418579,0.3618468642234802
